latitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,is_acquired
1.0272680831100816,0.3277683136840765,0.8019579009264838,-1.4495394901011807,-0.6508795150430704,-1.2833119719621326,0.14716105396443854,-1.6287082928580976,-0.31310227450080724,-0.6486959995859217,0.4956648453822111,-0.13214022273908385,0.8761376845492338,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,-0.036081037655280146,-0.44575923849237126,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,1.4482111159087305,-0.6956456206877132,1.7110404946897326,-1.0163855801697959,-0.8032909138880608,-0.5510647116121489,-0.3327311045969487,-0.9813197451890124,0.0,1
-0.34190037011512536,1.067640152262624,-0.29327233504174727,1.2039325439081885,-0.7598880833123761,-0.246617967105001,-0.3053180762031756,-0.6240675319747759,2.044918184600977,0.17754099344692886,1.2150023489793507,0.07745542259991442,-0.6368185041110896,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,-0.9875895449645272,-0.44575923849237126,-0.4299446183400112,-0.30594426900106686,3.412306495090726,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,1.4375135417533473,-0.5844397038547778,-1.0163855801697959,1.2448790129591218,1.8146689107972158,3.0054298686963516,1.0201905349413745,1.0,1
-1.501922325481737,0.33637147459778055,0.8019579009264838,0.46727458545799533,0.7662318724579046,-1.3326783531458055,0.049792127219508917,-0.03041617327099491,-0.977161505956315,-0.3732836685749715,-0.9430101618120682,-0.12040075613419345,0.1196595902190721,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,1.261430563220966,-0.44575923849237126,2.3258809561588105,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,-0.6956456206877132,-0.5844397038547778,0.9838785786718279,-0.8032909138880608,-0.5510647116121489,-0.3327311045969487,0.619888478915297,1.0,1
-0.3201344499029194,1.0418306695215118,-1.1863062197543048,0.9445988748619469,-0.7287427780925745,0.4774222902555354,-0.29386290835083095,0.2587985912257189,0.4664543133851287,-0.3732836685749715,0.4956648453822111,0.07692780612329013,-0.6368185041110896,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,0.9154274696539669,2.243363487837424,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,-0.6956456206877132,-0.5844397038547778,-1.0163855801697959,1.2448790129591218,1.8146689107972158,3.0054298686963516,0.2640466379118493,1.0,1
-0.19739726204111538,0.7149105548007583,0.8188075968644566,-0.41220481391621483,1.965326123420268,-1.1352128284111138,1.264039919568043,0.060914804991125254,-0.7628879515278854,-0.7864021650913968,-0.22367265821492852,-0.1272597703303092,-0.6368185041110896,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,-0.728087224789278,-0.44575923849237126,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,4.092676385936225,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,1.4375135417533473,1.7110404946897326,-1.0163855801697959,-0.8032909138880608,-0.5510647116121489,-0.3327311045969487,-0.9813197451890124,1.0,0
-0.29697474919182704,0.5772599801814937,-0.006827504096209935,-0.04011737571943359,-0.7287427780925745,-0.3288952690777892,1.0864848178567008,1.0401858496905247,0.20690552553986757,-0.6486959995859217,-0.9430101618120682,-0.09454754877960335,-0.6368185041110896,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,0.050419735736469594,-0.44575923849237126,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,1.4482111159087305,-0.6956456206877132,-0.5844397038547778,-1.0163855801697959,1.2448790129591218,-0.5510647116121489,-0.3327311045969487,0.08615240421386053,1.0,0
-0.30108097308639337,0.5686568192677897,-0.006827504096209935,0.6664729109572822,-0.682024820262872,0.9546306416977071,1.6535156265477615,-0.15726475419060623,0.4313601078848148,-0.23557750306949643,0.4956648453822111,0.0030614993958898583,0.1196595902190721,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,0.9154274696539669,2.243363487837424,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,1.4375135417533473,-0.5844397038547778,0.9838785786718279,1.2448790129591218,-0.5510647116121489,-0.3327311045969487,-0.6254779041855647,1.0,1
-0.12310170162589522,0.9902117040392876,0.8862063806163477,-1.190205821054939,-0.6975974728727729,-1.4149556551185938,1.3957743498700066,-1.1010181962325145,0.9540985809759459,2.3808396415345303,0.4956648453822111,0.04579843400245716,0.8761376845492338,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,-0.8145879981810278,-0.44575923849237126,-0.4299446183400112,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,1.4482111159087305,-0.6956456206877132,-0.5844397038547778,0.9838785786718279,1.2448790129591218,-0.5510647116121489,3.0054298686963516,0.3530204415645788,1.0,1
1.1217539392748326,-1.5649270873308125,1.492795434383368,1.373063197633998,-0.7287427780925745,0.7407096565684577,1.3556812623868004,-0.24352178921594195,2.4208071292008815,0.7283656554688293,0.4956648453822111,-0.08320379453218117,1.6326157788793956,-0.36019850368415407,3.1812704895545805,-0.21834170181488197,-0.5326606791997206,-0.12258181104702988,-0.44575923849237126,-0.4299446183400112,3.268569152365828,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,1.4375135417533473,-0.5844397038547778,0.9838785786718279,-0.8032909138880608,-0.5510647116121489,3.0054298686963516,0.619888478915297,1.0,1
-0.2915405562682082,0.8353548075926148,0.2964670227873002,-0.9346306109803824,1.4514285872935406,0.9381751813031495,-0.3683214993910712,-0.27903939187343313,0.2540012076570034,0.8660718209743042,0.4956648453822111,-0.10378083712052838,1.6326157788793956,-0.36019850368415407,-0.3143398221821788,-0.21834170181488197,-0.5326606791997206,1.261430563220966,-0.44575923849237126,2.3258809561588105,-0.30594426900106686,-0.2930569107548506,-0.2683454704694801,-0.24433888871261047,-0.16685216106649994,-0.19556384979740388,-0.05710402407201608,-0.6905070600652827,1.4375135417533473,1.7110404946897326,0.9838785786718279,-0.8032909138880608,-0.5510647116121489,-0.3327311045969487,-0.9813197451890124,1.0,1
